종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"019490","엑시큐어하이트론","KOSPI","전기·전자","541","0","0.00","41349858070"
"085310","엔케이","KOSPI","금속","1169","0","0.00","92211096418"
"900140","엘브이엠씨홀딩스","KOSPI","유통","1703","8","0.47","329088455696"
"066970","엘앤에프","KOSPI","전기·전자","212500","-500","-0.23","8577733137500"
"097520","엠씨넥스","KOSPI","전기·전자","22900","-650","-2.76","398494350000"
"484870","엠앤씨솔루션","KOSPI","기계·장비","113500","-1000","-0.87","1038967650000"
"014440","영보화학","KOSPI","화학","4730","-65","-1.36","94600000000"
"111770","영원무역","KOSPI","유통","81500","-4000","-4.68","3611384642000"
"009970","영원무역홀딩스","KOSPI","기타금융","203000","-8500","-4.02","2740345111000"
"003520","영진약품","KOSPI","제약","1719","-32","-1.83","314392604589"
"000670","영풍","KOSPI","금속","70000","2500","3.70","1288747810000"
"012280","영화금속","KOSPI","운송장비·부품","1049","-37","-3.41","54196065745"
"012160","영흥","KOSPI","금속","519","-5","-0.95","52580083068"
"007310","오뚜기","KOSPI","음식료·담배","357000","-7000","-1.92","1430795310000"
"002630","오리엔트바이오","KOSPI","제약","518","-13","-2.45","61425996590"
"271560","오리온","KOSPI","음식료·담배","139200","-3600","-2.52","5503429574400"
"001800","오리온홀딩스","KOSPI","기타금융","24200","-700","-2.81","1516019212400"
"005320","온타이드","KOSPI","유통","588","0","0.00","40204905720"
"011690","와이투솔루션","KOSPI","전기·전자","8940","40","0.45","328137282360"
"316140","우리금융지주","KOSPI","기타금융","32600","-700","-2.10","23930888032000"
"006980","우성","KOSPI","음식료·담배","24200","300","1.26","74778000000"
"011300","우성머티리얼스","KOSPI","섬유·의류","2850","-240","-7.77","45190685850"
"017370","우신시스템","KOSPI","기계·장비","5960","-220","-3.56","109151761840"
"105840","우진","KOSPI","의료·정밀기기","28200","-500","-1.74","569574294000"
"010400","우진아이엔에스","KOSPI","건설","4090","-105","-2.50","31173980000"
"049800","우진플라임","KOSPI","기계·장비","2660","-65","-2.39","53200000000"
"016880","웅진","KOSPI","일반서비스","2840","-95","-3.24","226992907200"
"095720","웅진씽크빅","KOSPI","일반서비스","1154","0","0.00","131156913334"
"005820","원림","KOSPI","섬유·의류","17200","-330","-1.88","39525084000"
"008600","윌비스","KOSPI","유통","2620","0","0.00","17615839860"
"033270","유나이티드제약","KOSPI","제약","19720","-330","-1.65","313760483000"
"014830","유니드","KOSPI","화학","88500","-2000","-2.21","598932600000"
"446070","유니드비티플러스","KOSPI","종이·목재","2990","-170","-5.38","31727532850"
"000910","유니온","KOSPI","비금속","4545","45","1.00","70954808355"
"047400","유니온머티리얼","KOSPI","비금속","1845","89","5.07","77490000000"
"011330","유니켐","KOSPI","운송장비·부품","590","-22","-3.59","53210823830"
"077500","유니퀘스트","KOSPI","유통","8350","-150","-1.76","180360851700"
"002920","유성기업","KOSPI","운송장비·부품","1849","-45","-2.38","47976927500"
"000700","유수홀딩스","KOSPI","일반서비스","6040","-80","-1.31","157292544480"
"003470","유안타증권","KOSPI","증권","7830","1800","29.85","1562841190080"
"003475","유안타증권우","KOSPI","증권","5250","550","11.70","67789113000"
"072130","유엔젤","KOSPI","IT 서비스","5180","20","0.39","65762451720"
"000220","유유제약","KOSPI","제약","4120","-125","-2.94","70173286120"
"000225","유유제약1우","KOSPI","제약","4400","-60","-1.35","9974492000"
"000227","유유제약2우B","KOSPI","제약","10860","40","0.37","3535581600"
"001200","유진투자증권","KOSPI","증권","6400","420","7.02","619945075200"
"000100","유한양행","KOSPI","제약","87800","-2700","-2.98","6993059367800"
"000105","유한양행우","KOSPI","제약","73700","-1600","-2.12","87035278000"
"003460","유화증권","KOSPI","증권","3825","165","4.51","216886737375"
"003465","유화증권우","KOSPI","증권","3465","50","1.46","60555812625"
"008730","율촌화학","KOSPI","화학","25400","-600","-2.31","629920000000"
"008250","이건산업","KOSPI","종이·목재","3870","-125","-3.13","42386697450"
"025820","이구산업","KOSPI","금속","6410","-130","-1.99","214363220000"
"214320","이노션","KOSPI","일반서비스","19310","-290","-1.48","772400000000"
"088260","이리츠코크렙","KOSPI","부동산","4510","-190","-4.04","285670570900"
"139480","이마트","KOSPI","유통","103300","-2600","-2.46","2850648102700"
"457190","이수스페셜티케미컬","KOSPI","화학","121800","-1800","-1.46","3680658609600"
"007660","이수페타시스","KOSPI","전기·전자","151600","2600","1.74","11128837600400"
"005950","이수화학","KOSPI","화학","10850","-420","-3.73","285291733650"
"015020","이스타코","KOSPI","부동산","464","0","0.00","19883142400"
"074610","이엔플러스","KOSPI","기계·장비","5110","0","0.00","44815400070"
"102460","이연제약","KOSPI","제약","10310","-270","-2.55","191630021410"
"084680","이월드","KOSPI","기타제조","1894","-37","-1.92","268580929542"
"350520","이지스레지던스리츠","KOSPI","부동산","3760","-45","-1.18","138616919520"
"334890","이지스밸류플러스리츠","KOSPI","부동산","4015","-60","-1.47","278836462245"
"000760","이화산업","KOSPI","유통","15910","-90","-0.56","44548000000"
"014990","인디에프","KOSPI","섬유·의류","759","-34","-4.29","57010763205"
"101140","인바이오젠","KOSPI","유통","7950","-420","-5.02","79851517200"
"006490","인스코비","KOSPI","통신","449","3","0.67","65502866533"
"023800","인지컨트롤스","KOSPI","운송장비·부품","8210","-180","-2.15","129793507370"
"034590","인천도시가스","KOSPI","전기·가스","26800","-50","-0.19","117243407200"
"129260","인터지스","KOSPI","운송·창고","2435","-45","-1.81","72436073190"
"023810","인팩","KOSPI","운송장비·부품","8770","-460","-4.98","87700000000"
"249420","일동제약","KOSPI","제약","24650","-1300","-5.01","779882911800"
"000230","일동홀딩스","KOSPI","제약","9250","-530","-5.42","106748700000"
"013360","일성건설","KOSPI","건설","1752","-80","-4.37","94651589760"
"003120","일성아이에스","KOSPI","제약","22200","-550","-2.42","295260000000"
"003200","일신방직","KOSPI","섬유·의류","13020","-270","-2.03","298939200000"
"007110","일신석재","KOSPI","유통","1665","-51","-2.97","128965255650"
"007570","일양약품","KOSPI","제약","10440","-560","-5.09","199254332160"
"007575","일양약품우","KOSPI","제약","10480","-270","-2.51","4664438400"
"008500","일정실업","KOSPI","섬유·의류","2430","-165","-6.36","14580000000"
"081000","일진다이아","KOSPI","화학","14300","-460","-3.12","203102542500"
"020760","일진디스플","KOSPI","전기·전자","902","0","0.00","50984432422"
"103590","일진전기","KOSPI","전기·전자","142200","-1900","-1.32","6780862458000"
"271940","일진하이솔루스","KOSPI","운송장비·부품","18940","900","4.99","687771818600"
"015860","일진홀딩스","KOSPI","기타금융","13620","210","1.57","672112718460"
"226320","잇츠한불","KOSPI","화학","12300","-200","-1.60","269730574500"
"317400","자이에스앤디","KOSPI","부동산","4475","-210","-4.48","173551777000"
"033240","자화전자","KOSPI","전기·전자","46350","-1350","-2.83","1001415017700"
"000950","전방","KOSPI","섬유·의류","33150","-750","-2.21","55692000000"
"079900","전진건설로봇","KOSPI","기계·장비","62700","-1200","-1.88","914952571500"
"348950","제이알글로벌리츠","KOSPI","부동산","1182","0","0.00","233298432000"
"194370","제이에스코퍼레이션","KOSPI","섬유·의류","14450","-310","-2.10","419292153100"
"030000","제일기획","KOSPI","일반서비스","19110","-640","-3.24","2198437809750"
"271980","제일약품","KOSPI","제약","13610","-350","-2.51","200133307920"
"001560","제일연마","KOSPI","비금속","11410","-250","-2.14","86716000000"
"002620","제일파마홀딩스","KOSPI","일반서비스","8640","-190","-2.15","138009787200"
"006220","제주은행","KOSPI","은행","12510","40","0.32","472859948070"
"089590","제주항공","KOSPI","운송·창고","5180","-140","-2.63","417720302300"
"004910","조광페인트","KOSPI","화학","4500","-325","-6.74","57600000000"
"004700","조광피혁","KOSPI","섬유·의류","66900","-2000","-2.90","444827332200"
"001550","조비","KOSPI","화학","15010","-640","-4.09","77935507390"
"462520","조선내화","KOSPI","비금속","14560","-170","-1.15","172611246080"
"120030","조선선재","KOSPI","금속","98200","-1300","-1.31","123501328200"
"018470","조일알미늄","KOSPI","금속","1705","-65","-3.67","215907084305"
"002600","조흥","KOSPI","음식료·담배","146100","-2800","-1.88","87660000000"
"185750","종근당","KOSPI","제약","83100","-3000","-3.48","1147011018000"
"063160","종근당바이오","KOSPI","제약","19050","-450","-2.31","104507576100"
"001630","종근당홀딩스","KOSPI","제약","48700","-1100","-2.21","243980230700"
"109070","주성코퍼레이션","KOSPI","전기·전자","1570","-100","-5.99","82912061100"
"044380","주연테크","KOSPI","전기·전자","430","0","0.00","27727080260"
"013890","지누스","KOSPI","기타제조","12700","-180","-1.40","282633115200"
"013870","지엠비코리아","KOSPI","운송장비·부품","4725","-160","-3.28","90116523000"
"071320","지역난방공사","KOSPI","전기·가스","73600","-2700","-3.54","852195558400"
"088790","진도","KOSPI","유통","2570","-95","-3.56","31990702080"
"003780","진양산업","KOSPI","화학","5520","-190","-3.33","71760000000"
"010640","진양폴리","KOSPI","화학","2365","-25","-1.05","39495500000"
"100250","진양홀딩스","KOSPI","화학","3075","-10","-0.32","196492500000"
"051630","진양화학","KOSPI","화학","2015","-125","-5.84","42718000000"
"272450","진에어","KOSPI","운송·창고","6170","-130","-2.06","322074000000"
"011000","진원생명과학","KOSPI","제약","809","-28","-3.35","73524271763"
"002780","진흥기업","KOSPI","건설","1338","-22","-1.62","194641194810"
"002787","진흥기업2우B","KOSPI","건설","8470","-20","-0.24","2497023760"
"002785","진흥기업우B","KOSPI","건설","3480","30","0.87","2983118640"
"025620","차AI헬스케어","KOSPI","화학","8010","-460","-5.43","145813823730"
"009310","참엔지니어링","KOSPI","기계·장비","1065","0","0.00","23307603810"
"000650","천일고속","KOSPI","운송·창고","192700","-6100","-3.07","275410694000"
"033250","체시스","KOSPI","운송장비·부품","999","0","0.00","31968000000"
"035720","카카오","KOSPI","IT 서비스","46300","-800","-1.70","20510946068500"
"323410","카카오뱅크","KOSPI","은행","25000","600","2.46","11928010925000"
"377300","카카오페이","KOSPI","기타금융","63300","7300","13.04","8561031731100"
"006380","카프로","KOSPI","화학","3660","0","0.00","618539985360"
"279570","케이뱅크","KOSPI","은행","6080","-210","-3.34","2466626518080"
"001620","케이비아이동국실업","KOSPI","운송장비·부품","642","0","0.00","71450125902"
"029460","케이씨","KOSPI","의료·정밀기기","39800","300","0.76","438617293000"
"281820","케이씨텍","KOSPI","의료·정밀기기","69700","3200","4.81","1379966671700"
"381970","케이카","KOSPI","유통","10170","-630","-5.83","496508024160"
"145270","케이탑리츠","KOSPI","부동산","889","-8","-0.89","42726028086"
"417310","코람코더원리츠","KOSPI","부동산","10200","-10","-0.10","412080000000"
"357120","코람코라이프인프라리츠","KOSPI","부동산","4395","-190","-4.14","427788880830"
"007815","코리아써우","KOSPI","전기·전자","23850","1850","8.41","70707856500"
"007810","코리아써키트","KOSPI","전기·전자","94900","3500","3.83","2275950638000"
"00781K","코리아써키트2우B","KOSPI","전기·전자","18140","1100","6.46","14216299860"
"003690","코리안리","KOSPI","보험","12040","-130","-1.07","2127721213240"
"192820","코스맥스","KOSPI","화학","209000","0","0.00","2372047381000"
"044820","코스맥스비티아이","KOSPI","기타금융","17920","-480","-2.61","172102264320"
"005070","코스모신소재","KOSPI","화학","64000","1300","2.07","2125732544000"
"005420","코스모화학","KOSPI","화학","18260","-150","-0.81","701334243280"
"071950","코아스","KOSPI","기타제조","1411","1","0.07","17579924145"
"002020","코오롱","KOSPI","기타금융","71000","1100","1.57","916445280000"
"003070","코오롱글로벌","KOSPI","건설","10840","-300","-2.69","275595715560"
"003075","코오롱글로벌우","KOSPI","건설","15150","-490","-3.13","11222165550"
"002025","코오롱우","KOSPI","기타금융","31050","-50","-0.16","36031568850"
"120110","코오롱인더","KOSPI","화학","95600","1800","1.92","2862840659200"
"120115","코오롱인더우","KOSPI","화학","31050","700","2.31","85942053000"
"021240","코웨이","KOSPI","일반서비스","83200","-3500","-4.04","5887849843200"
"036420","콘텐트리중앙","KOSPI","오락·문화","5800","-190","-3.17","111721386400"
"024720","콜마홀딩스","KOSPI","기타금융","9580","-240","-2.44","328558161220"
"192400","쿠쿠홀딩스","KOSPI","기타금융","28800","-250","-0.86","1024190928000"
"284740","쿠쿠홈시스","KOSPI","일반서비스","24000","-500","-2.04","538495920000"
"264900","크라운제과","KOSPI","음식료·담배","8550","-100","-1.16","107078917500"
"26490K","크라운제과우","KOSPI","음식료·담배","9240","-130","-1.39","7147694400"
"005740","크라운해태홀딩스","KOSPI","기타금융","7180","-10","-0.14","106603951460"
"005745","크라운해태홀딩스우","KOSPI","기타금융","7500","20","0.27","4505445000"
"259960","크래프톤","KOSPI","IT 서비스","284000","-4500","-1.56","13463961744000"
"020120","키다리스튜디오","KOSPI","IT 서비스","3750","-80","-2.09","138989122500"
"039490","키움증권","KOSPI","증권","484500","62000","14.67","12707619102000"
"014580","태경비케이","KOSPI","비금속","4820","-15","-0.31","132950542000"
"015890","태경산업","KOSPI","화학","5000","-80","-1.57","146143750000"
"006890","태경케미컬","KOSPI","화학","8690","-120","-1.36","100804000000"
"003240","태광산업","KOSPI","화학","1162000","-28000","-2.35","1293770800000"
"011280","태림포장","KOSPI","종이·목재","2005","-70","-3.37","141965909700"
"004100","태양금속","KOSPI","운송장비·부품","3200","-210","-6.16","117440000000"
"004105","태양금속우","KOSPI","운송장비·부품","4050","-100","-2.41","13365000000"
"009410","태영건설","KOSPI","건설","1897","-75","-3.80","564528377966"
"009415","태영건설우","KOSPI","건설","11060","250","2.31","7188712440"
"001420","태원물산","KOSPI","운송장비·부품","3045","10","0.33","23142000000"
"055490","테이팩스","KOSPI","화학","21050","-50","-0.24","100401132500"
"078000","텔코웨어","KOSPI","IT 서비스","16850","-120","-0.71","155695297450"
"214420","토니모리","KOSPI","화학","7310","-240","-3.18","175840580690"
"091810","트리니티항공","KOSPI","운송·창고","896","-14","-1.54","370020658560"
"019180","티에이치엔","KOSPI","전기·전자","7480","-30","-0.40","134640000000"
"217590","티엠씨","KOSPI","전기·전자","32000","1050","3.39","771015200000"
"363280","티와이홀딩스","KOSPI","기타금융","2750","-50","-1.79","138680487000"
"36328K","티와이홀딩스우","KOSPI","기타금융","4040","-25","-0.62","5021776560"
"004870","티웨이홀딩스","KOSPI","비금속","251","-17","-6.34","28404036994"
"034230","파라다이스","KOSPI","오락·문화","15420","-430","-2.71","1428345070440"
"005690","파미셀","KOSPI","전기·전자","20100","-150","-0.74","1206340976400"
"036580","팜스코","KOSPI","음식료·담배","3530","-30","-0.84","129649638790"
"004720","팜젠사이언스","KOSPI","제약","4000","-150","-3.61","87818008000"
"028670","팬오션","KOSPI","운송·창고","5620","-20","-0.35","3004280657440"
"010820","퍼스텍","KOSPI","금속","13440","-830","-5.82","655494846720"
"016800","퍼시스","KOSPI","기타제조","35150","-750","-2.09","404225000000"
"001020","페이퍼코리아","KOSPI","종이·목재","674","0","0.00","119960752962"
"090080","평화산업","KOSPI","운송장비·부품","1004","-27","-2.62","55121868036"
"010770","평화홀딩스","KOSPI","운송장비·부품","3995","-70","-1.72","58428736670"
"022100","포스코DX","KOSPI","일반서비스","34550","-800","-2.26","5252799886950"
"058430","포스코스틸리온","KOSPI","금속","7780","-330","-4.07","466800000000"
"047050","포스코인터내셔널","KOSPI","유통","83600","-3700","-4.24","14707145076800"
"003670","포스코퓨처엠","KOSPI","전기·전자","288500","21500","8.05","25660984470000"
"017810","풀무원","KOSPI","음식료·담배","11430","-630","-5.22","435717795060"
"103140","풍산","KOSPI","금속","99300","-1000","-1.00","2782810805400"
"005810","풍산홀딩스","KOSPI","기타금융","44800","-1400","-3.03","645894681600"
"950210","프레스티지바이오파마","KOSPI","일반서비스","8210","-390","-4.53","493389432550"
"009810","플레이그램","KOSPI","유통","1178","0","0.00","35784695000"
"086790","하나금융지주","KOSPI","기타금융","125500","-1100","-0.87","34433152374000"
"293480","하나제약","KOSPI","제약","9780","-70","-0.71","173819411880"
"039130","하나투어","KOSPI","일반서비스","41100","-700","-1.67","636636205200"
"352820","하이브","KOSPI","오락·문화","246500","-11000","-4.27","10624704378500"
"071090","하이스틸","KOSPI","금속","4530","-80","-1.74","91467363630"
"000080","하이트진로","KOSPI","음식료·담배","16830","-240","-1.41","1180348673130"
"000087","하이트진로2우B","KOSPI","음식료·담배","14030","-50","-0.36","15855836140"
"000140","하이트진로홀딩스","KOSPI","기타금융","9100","-100","-1.09","211181561500"
"000145","하이트진로홀딩스우","KOSPI","기타금융","11420","-730","-6.01","5376650200"
"036460","한국가스공사","KOSPI","전기·가스","37850","-750","-1.94","3494047050000"
"005430","한국공항","KOSPI","운송·창고","63600","4900","8.35","201380178000"
"071050","한국금융지주","KOSPI","기타금융","291500","29500","11.26","16244126668000"
"071055","한국금융지주우","KOSPI","기타금융","193200","11300","6.21","1131814093200"
"010040","한국내화","KOSPI","비금속","1950","-40","-2.01","80080770900"
"025540","한국단자","KOSPI","전기·전자","88100","-500","-0.56","891131500000"
"010100","한국무브넥스","KOSPI","운송장비·부품","4450","-70","-1.55","135504369000"
"004090","한국석유","KOSPI","비금속","15160","-340","-2.19","192442859200"
"002200","한국수출포장","KOSPI","종이·목재","2800","-5","-0.18","106400000000"
"002960","한국쉘석유","KOSPI","화학","482500","-13000","-2.62","627250000000"
"000240","한국앤컴퍼니","KOSPI","기타금융","24300","-1000","-3.95","2306926332000"
"123890","한국자산신탁","KOSPI","기타금융","2550","-70","-2.67","312053511300"
"015760","한국전력","KOSPI","전기·가스","45050","550","1.24","28920481668850"
"006200","한국전자홀딩스","KOSPI","기타금융","801","0","0.00","37489311936"
"027970","한국제지","KOSPI","종이·목재","745","-18","-2.36","141682786565"
"023350","한국종합기술","KOSPI","일반서비스","5180","-150","-2.81","56721000000"
"025890","한국주강","KOSPI","기계·장비","2225","20","0.91","25163101275"
"000970","한국주철관","KOSPI","금속","7090","-210","-2.88","161655545000"
"104700","한국철강","KOSPI","금속","10260","-130","-1.25","373977000000"
"017960","한국카본","KOSPI","금속","47750","-1050","-2.15","2496303150000"
"161890","한국콜마","KOSPI","화학","86900","-1800","-2.03","2051281191300"
"161390","한국타이어앤테크놀로지","KOSPI","화학","59500","-2000","-3.25","7370566605500"
"034830","한국토지신탁","KOSPI","기타금융","1560","-26","-1.64","393883198800"
"007280","한국특강","KOSPI","금속","1524","0","0.00","92679485964"
"047810","한국항공우주","KOSPI","운송장비·부품","176600","-3400","-1.89","17214103896200"
"123690","한국화장품","KOSPI","유통","8650","-190","-2.15","138988200000"
"003350","한국화장품제조","KOSPI","화학","9990","-100","-0.99","226373400000"
"011500","한농화성","KOSPI","화학","24600","900","3.80","384671233200"
"002390","한독","KOSPI","제약","10080","-80","-0.79","138736412640"
"053690","한미글로벌","KOSPI","일반서비스","27050","-650","-2.35","296401727500"
"042700","한미반도체","KOSPI","기계·장비","394500","16500","4.37","37600662900000"
"008930","한미사이언스","KOSPI","기타금융","36750","-1300","-3.42","2513389462500"
"128940","한미약품","KOSPI","제약","434500","-10500","-2.36","5566375589500"
"009240","한샘","KOSPI","유통","39950","-1900","-4.54","940180423600"
"020000","한섬","KOSPI","섬유·의류","25450","-950","-3.60","571040661150"
"003680","한성기업","KOSPI","음식료·담배","5040","-90","-1.75","31295955600"
"105630","한세실업","KOSPI","섬유·의류","11280","-330","-2.84","451200000000"
"069640","한세엠케이","KOSPI","유통","666","0","0.00","29841130332"
"016450","한세예스24홀딩스","KOSPI","섬유·의류","4530","30","0.67","181200000000"
"009180","한솔로지스틱스","KOSPI","운송·창고","3460","110","3.28","97419154500"
"213500","한솔제지","KOSPI","종이·목재","7970","-310","-3.74","189690590720"
"014680","한솔케미칼","KOSPI","화학","293000","6500","2.27","3331467135000"
"004710","한솔테크닉스","KOSPI","전기·전자","7900","-360","-4.36","251140036200"
"004150","한솔홀딩스","KOSPI","기타금융","3400","25","0.74","139490508000"
"025750","한솔홈데코","KOSPI","종이·목재","2595","-85","-3.17","41813310255"
"004960","한신공영","KOSPI","건설","16290","1870","12.97","188486735580"
"011700","한신기계","KOSPI","기계·장비","5190","225","4.53","168395523690"
"001750","한양증권","KOSPI","증권","29950","800","2.74","381219593300"
"001755","한양증권우","KOSPI","증권","29950","300","1.01","15723750000"
"018880","한온시스템","KOSPI","기계·장비","5410","560","11.55","5552080406320"
"009420","한올바이오파마","KOSPI","제약","44950","-1350","-2.92","2348216678100"
"014130","한익스프레스","KOSPI","운송·창고","2635","-125","-4.53","31620000000"
"300720","한일시멘트","KOSPI","비금속","16800","-500","-2.89","1235559511200"
"002220","한일철강","KOSPI","금속","5540","-200","-3.48","147903928400"
"003300","한일홀딩스","KOSPI","비금속","17010","-390","-2.24","524467356840"
"051600","한전KPS","KOSPI","건설","59900","-1500","-2.44","2695500000000"
"052690","한전기술","KOSPI","일반서비스","182000","-4300","-2.31","6956040000000"
"130660","한전산업","KOSPI","일반서비스","20500","-100","-0.49","668300000000"
"002320","한진","KOSPI","운송·창고","19000","-230","-1.20","294853704000"
"003480","한진중공업홀딩스","KOSPI","전기·가스","6450","60","0.94","190467287400"
"180640","한진칼","KOSPI","기타금융","109700","-2600","-2.32","7323822006300"
"18064K","한진칼우","KOSPI","기타금융","31800","-1000","-3.05","17069158800"
"005110","한창","KOSPI","유통","1254","0","0.00","26467434378"
"009460","한창제지","KOSPI","종이·목재","544","0","0.00","32459112384"
"372910","한컴라이프케어","KOSPI","의료·정밀기기","2465","-60","-2.38","68217410790"
"000880","한화","KOSPI","화학","140600","700","0.50","9913413411400"
"00088K","한화3우B","KOSPI","화학","50900","400","0.79","987686046900"
"452260","한화갤러리아","KOSPI","유통","3060","35","1.16","593210406600"
"45226K","한화갤러리아우","KOSPI","유통","7390","220","3.07","21464033300"
"451800","한화리츠","KOSPI","부동산","5340","-330","-5.82","959064000000"
"489790","한화비전","KOSPI","전기·전자","89700","1000","1.13","4528808583000"
"088350","한화생명","KOSPI","보험","5250","210","4.17","4559782500000"
"000370","한화손해보험","KOSPI","보험","7090","240","3.50","827678907350"
"009830","한화솔루션","KOSPI","화학","48100","-1800","-3.61","8268030981600"
"009835","한화솔루션우","KOSPI","화학","28000","-1000","-3.45","72109772000"
"272210","한화시스템","KOSPI","전기·전자","122200","2500","2.09","23085949335800"
"012450","한화에어로스페이스","KOSPI","운송장비·부품","1433000","-32000","-2.18","73890353633000"
"082740","한화엔진","KOSPI","기계·장비","84500","-5000","-5.59","7051283499000"
"042660","한화오션","KOSPI","운송장비·부품","130200","-2800","-2.11","39895023898800"
"003530","한화투자증권","KOSPI","증권","9370","1180","14.41","2010312651750"
"003535","한화투자증권우","KOSPI","증권","9880","430","4.55","47424000000"
"195870","해성디에스","KOSPI","전기·전자","78000","-1500","-1.89","1326000000000"
"101530","해태제과식품","KOSPI","음식료·담배","6400","-90","-1.39","186347660800"
"143210","핸즈코퍼레이션","KOSPI","운송장비·부품","1199","0","0.00","26229020653"
"000720","현대건설","KOSPI","건설","163700","4300","2.70","18228938730500"
"000725","현대건설우","KOSPI","건설","72800","-800","-1.09","76781650400"
"453340","현대그린푸드","KOSPI","유통","16900","550","3.36","549282380400"
"086280","현대글로비스","KOSPI","운송·창고","220000","-5500","-2.44","16500000000000"
"064350","현대로템","KOSPI","운송장비·부품","262000","-7000","-2.60","28595280766000"
"079430","현대리바트","KOSPI","기타제조","7890","-170","-2.11","162023374980"
"012330","현대모비스","KOSPI","운송장비·부품","432500","1000","0.23","39241842147500"
"069960","현대백화점","KOSPI","유통","107700","-4000","-3.58","2437123160100"
"004560","현대비앤지스틸","KOSPI","금속","17270","-230","-1.31","260411065970"
"004310","현대약품","KOSPI","제약","8230","-360","-4.19","263360000000"
"017800","현대엘리베이터","KOSPI","기계·장비","97000","-3100","-3.10","3791961345000"
"307950","현대오토에버","KOSPI","IT 서비스","441000","-5000","-1.12","12093976062000"
"011210","현대위아","KOSPI","운송장비·부품","81700","-1200","-1.45","2221838281100"
"004020","현대제철","KOSPI","금속","41900","-1150","-2.67","5591378391500"
"005440","현대지에프홀딩스","KOSPI","기타금융","15050","330","2.24","2346359730050"
"005380","현대차","KOSPI","운송장비·부품","550000","11000","2.04","112616771300000"
"005387","현대차2우B","KOSPI","운송장비·부품","250500","1000","0.40","8758464465000"
"005389","현대차3우B","KOSPI","운송장비·부품","242500","1500","0.62","564407110000"
"005385","현대차우","KOSPI","운송장비·부품","252500","3500","1.41","5893592400000"
"001500","현대차증권","KOSPI","증권","12940","1290","11.07","800119589360"
"011760","현대코퍼레이션","KOSPI","유통","29500","-600","-1.99","390254497000"
"227840","현대코퍼레이션홀딩스","KOSPI","유통","13790","-400","-2.82","125500528440"
"126560","현대퓨처넷","KOSPI","통신","3310","-20","-0.60","364771747950"
"001450","현대해상","KOSPI","보험","30800","-450","-1.44","2625646100000"
"057050","현대홈쇼핑","KOSPI","유통","86800","1300","1.52","1041600000000"
"093240","형지엘리트","KOSPI","섬유·의류","917","-38","-3.98","56294867503"
"003010","혜인","KOSPI","유통","6940","-320","-4.41","88226464180"
"111110","호전실업","KOSPI","섬유·의류","7620","-220","-2.81","71445120000"
"008770","호텔신라","KOSPI","유통","63900","-900","-1.39","2507954931900"
"008775","호텔신라우","KOSPI","유통","39500","-450","-1.13","29699220500"
"378850","화승알앤에이","KOSPI","운송장비·부품","3455","-105","-2.95","65622967465"
"241590","화승엔터프라이즈","KOSPI","섬유·의류","4700","-175","-3.59","284769597200"
"006060","화승인더","KOSPI","유통","3400","-115","-3.27","188088000000"
"013520","화승코퍼레이션","KOSPI","운송장비·부품","3365","0","0.00","168422462980"
"010690","화신","KOSPI","운송장비·부품","12320","-110","-0.88","430219451200"
"133820","화인베스틸","KOSPI","금속","1500","-99","-6.19","55671753000"
"010660","화천기계","KOSPI","기계·장비","4610","-115","-2.43","101420000000"
"000850","화천기공","KOSPI","기계·장비","38050","-800","-2.06","83710000000"
"016580","환인제약","KOSPI","제약","11600","-330","-2.77","215760812000"
"032560","황금에스티","KOSPI","금속","6160","-150","-2.38","104720000000"
"004800","효성","KOSPI","기타금융","258500","37500","16.97","4327395209500"
"094280","효성ITX","KOSPI","일반서비스","12760","-240","-1.85","147482632000"
"298040","효성중공업","KOSPI","전기·전자","4597000","369000","8.73","42864947156000"
"298020","효성티앤씨","KOSPI","화학","505000","-7000","-1.37","2185479410000"
"298000","효성화학","KOSPI","화학","38900","0","0.00","147501447900"
"093370","후성","KOSPI","화학","14130","0","0.00","1515517812900"
"005870","휴니드","KOSPI","전기·전자","8790","-240","-2.66","124079771850"
"079980","휴비스","KOSPI","화학","3320","-65","-1.92","114540000000"
"005010","휴스틸","KOSPI","금속","6530","-110","-1.66","366908129750"
"000540","흥국화재","KOSPI","보험","4525","55","1.23","290697968625"
"000545","흥국화재우","KOSPI","보험","7000","-180","-2.51","5376000000"
"003280","흥아해운","KOSPI","운송·창고","2795","-85","-2.95","671987592705"
